mortgage_id,customer_id,branch_id,property_value,loan_amount,interest_rate,term_years,start_date,outstanding_balance,mortgage_status
342,17045,99,4693262.03,2934836.87,8.132,20,2023-02-07,1154797.64,Active
343,8276,15,7139414.39,5206520.27,9.223,30,2022-08-09,2425982.8,Active
344,13870,28,2436093.81,1553060.94,9.68,20,2024-04-15,763961.81,Active
345,14271,61,1989036.85,1453386.65,10.134,30,2023-06-20,1054465.37,Active
346,6615,53,3112466.33,2335449.17,7.912,30,2023-08-04,1295439.97,Active
347,5446,57,12389043.44,5259550.12,11.365,30,2022-07-31,2365592.23,Active
348,12252,76,5239706.45,3624503.63,7.621,25,2024-01-21,2067284.71,Active
349,16590,57,5228048.18,3801892.58,8.355,20,2024-12-06,3134093.14,Defaulted
350,24886,21,3722772.51,2612266.88,7.248,20,2024-07-26,1988088.01,Active
351,12298,86,4114875.03,3213259.47,7.827,25,2023-03-12,2284317.96,Active
352,2801,65,7066523.75,4409770.01,10.042,20,2023-05-04,2609388.22,Active
353,509,57,2811020.06,1265099.87,7.87,20,2023-11-12,540079.22,Active
354,9524,3,3690268.84,1971504.66,7.094,10,2022-06-24,1149309.82,Active
355,1152,68,2956167.1,1781590.45,8.422,20,2022-02-12,1506064.39,Active
356,17678,34,1109250.02,755931.6,8.688,25,2023-12-29,573121.76,Active
357,18625,69,4305337.74,1811115.62,10.092,30,2023-10-21,1010167.65,Active
358,3732,95,3359744.64,2506766.97,8.049,15,2024-11-11,1848131.36,Active
359,24336,83,4760975.43,2993217.6,9.64,25,2023-04-09,1214736.85,Active
360,15925,75,1542205.91,629093.96,7.457,25,2024-06-20,325324.92,Active
361,16434,19,2242577.86,1600088.13,9.888,20,2023-07-13,876746.97,Defaulted
362,18823,79,3007574.51,2147241.97,7.081,20,2022-05-08,1692264.73,Active
363,22746,62,1924030.17,1102099.05,9.094,10,2022-11-18,1025987.82,Active
364,1989,82,1931035.6,1084161.4,10.023,10,2024-10-15,751935.03,Active
365,22694,22,4918491.71,3048690.24,7.22,20,2023-10-31,2748666.91,Active
366,18580,19,6924935.84,3962101.35,9.618,15,2024-03-12,3001153.11,Active
367,13033,59,1315484.18,879825.31,7.855,25,2022-09-15,759255.95,Closed
368,22794,53,10586683.77,4683150.01,11.224,20,2023-07-14,1425285.72,Active
369,4397,68,1476988.04,620623.84,11.181,10,2022-03-24,572480.6,Active
370,12906,32,7179143.39,5283279.82,9.862,10,2024-04-21,1613555.72,Active
371,3677,73,3700281.13,2833747.32,8.692,20,2024-05-09,1979768.08,Active
372,10452,40,2667787.91,1325380.6,9.77,30,2022-05-31,440705.05,Active
373,18731,48,3138420.14,1275219.44,11.056,20,2022-03-02,734655.82,Active
374,1552,82,2861389.56,1827965.27,8.361,15,2023-10-01,1526240.36,Closed
375,1015,91,1513248.53,978638.17,9.107,20,2023-05-09,529661.89,Closed
376,8025,39,3662754.91,2321379.21,7.844,25,2024-05-14,2047398.33,Active
377,4459,60,2879201.32,1877523.98,10.668,25,2022-04-02,1075076.33,Active
378,7353,77,7270192.77,5191201.8,8.005,30,2024-05-24,3214455.61,Closed
379,8313,1,3755128.97,2117398.64,11.12,30,2024-10-04,1345979.19,Active
380,16626,71,2658113.43,2065387.42,10.103,25,2024-03-13,1701463.98,Active
381,24853,61,3087066.1,1918154.93,8.269,25,2022-06-02,1607943.12,Active
382,15749,36,5019623.67,3632851.03,9.661,10,2022-11-10,3312173.92,Active
383,18979,39,2880891.07,1790037.27,7.469,30,2022-03-28,1511937.88,Active
384,6969,86,2046673.73,1431325.6,7.98,30,2023-10-15,1101052.94,Active
385,16981,66,1000000.0,696250.46,9.159,25,2024-11-07,343189.75,Active
386,4734,32,2599458.13,1398747.58,10.954,15,2024-10-16,948901.23,Active
387,3631,19,2262175.84,1055921.31,8.178,25,2022-12-29,698989.27,Active
388,16403,67,1865010.96,1065998.74,9.982,15,2023-03-25,460920.41,Active
389,239,77,11183665.02,4572515.15,9.983,30,2024-04-11,4145134.51,Active
390,6161,71,7000273.94,5545436.61,7.071,15,2022-11-01,4110740.78,Active
391,7375,29,5753000.06,3850474.75,9.642,15,2022-01-25,2985487.69,Active
392,23645,86,3898587.84,2733125.73,10.717,20,2024-08-04,1327153.13,Active
393,4995,11,6800225.52,3820553.45,6.878,10,2023-10-20,3385595.35,Active
394,2582,6,3348859.33,1429257.82,8.447,10,2022-10-19,1216517.25,Active
395,24566,79,3203877.25,1939458.39,7.658,30,2023-09-27,635840.59,Active
396,8398,64,3976002.27,1701734.56,9.542,25,2024-04-22,1236946.89,Active
397,23676,98,2914110.59,1171837.86,10.364,10,2022-09-07,768984.65,Active
398,11578,81,10433940.61,5635175.13,6.573,20,2022-02-13,4409324.89,Active
399,10641,16,3551848.1,2486262.13,10.294,20,2024-05-07,2182771.94,Active
400,23466,76,3063808.37,2000533.68,8.87,30,2022-09-24,952479.6,Active
401,1630,94,1795334.35,872469.76,11.039,25,2023-01-30,368311.58,Active
402,6540,90,2123085.37,1440433.72,8.754,10,2023-01-19,946469.7,Active
403,15021,96,6755877.12,3310492.95,7.455,15,2024-07-11,2274133.61,Active
404,1231,4,4876513.91,3241845.87,8.808,25,2022-12-06,1748734.94,Active
405,690,48,3962190.26,1646653.5,8.115,20,2023-03-31,1560208.29,Active
406,2379,97,1382437.05,1020167.4,9.384,20,2022-10-26,925109.43,Active
407,19213,35,12574768.82,6559151.68,6.612,20,2024-07-05,5309173.25,Active
408,6645,35,1711760.98,898864.85,6.579,15,2024-09-18,450170.75,Active
409,21189,85,2921062.67,2264891.21,8.512,20,2023-06-21,781531.1,Active
410,3522,74,3277682.97,2272094.58,7.192,10,2024-12-07,1563095.92,Closed
411,17723,5,2918077.18,1783152.3,11.478,25,2022-06-19,1363781.82,Active
412,19346,27,4449333.06,1874678.43,9.888,15,2024-06-06,1709893.8,Active
413,13289,54,9620655.45,6531023.54,7.876,20,2024-04-12,4658978.87,Active
414,9942,47,3275668.8,1545271.87,8.765,15,2023-03-10,1246133.02,Active
415,23774,38,5207367.2,3755159.41,9.18,15,2022-01-13,1501685.16,Active
416,20260,54,4303208.83,2198100.63,9.416,25,2023-10-22,704784.58,Active
417,13456,46,3639161.08,2738065.5,9.795,30,2024-08-12,2398437.87,Active
418,22616,73,2154232.05,1497127.59,11.486,25,2023-04-10,1055040.55,Closed
419,22804,53,6298821.48,2676732.23,11.377,10,2024-12-23,2354803.03,Active
420,15458,50,3060036.79,1899520.45,8.581,15,2024-02-02,1149057.32,Active
421,24686,64,1281808.72,922027.16,7.997,25,2023-10-12,430310.99,Active
422,16352,36,2534359.18,1697001.03,7.553,25,2022-06-15,1462862.91,Active
423,2012,46,3212976.92,1673857.53,10.519,30,2022-07-11,1133962.16,Active
424,23907,44,2050028.5,938157.64,7.868,10,2024-12-24,561702.79,Active
425,688,18,1702786.69,1174926.96,9.836,10,2022-04-16,592185.6,Active
426,11089,32,1000000.0,736043.23,10.948,25,2024-09-07,454952.11,Active
427,227,48,1000000.0,735292.17,8.534,25,2022-07-06,584991.48,Active
428,2033,6,1457294.36,697413.99,9.339,10,2022-07-07,431180.31,Active
429,1696,59,3846189.47,2111055.33,7.206,25,2022-02-22,1015666.7,Active
430,19170,80,1419544.49,671636.34,7.929,30,2023-02-26,624925.54,Active
431,20867,59,2696566.49,1939081.83,8.187,20,2022-12-15,1584912.71,Active
432,4821,84,1890161.09,1264717.84,7.748,25,2023-06-09,891955.65,Active
433,19364,97,3014621.32,1485672.6,9.272,30,2024-12-17,674651.45,Closed
434,8520,8,2438848.27,1897097.86,11.123,20,2024-02-20,1146311.68,Active
435,722,17,2341317.01,1392863.87,10.02,30,2023-08-31,758098.56,Active
436,14997,55,4204759.36,2481964.87,9.733,20,2023-09-20,1825537.65,Active
437,23454,33,2576402.36,1676024.3,10.765,10,2024-10-21,1369990.33,Active
438,3872,15,3886217.61,1889480.18,8.828,30,2024-08-31,1690570.47,Active
439,19498,62,3699346.9,2383519.88,6.778,20,2024-05-12,1912301.39,Active
440,3925,40,4269492.34,2864646.85,11.146,15,2023-09-06,895061.96,Active
441,23384,49,7599706.74,3752509.02,8.161,15,2024-12-22,1226974.61,Active
442,9222,19,3526493.1,2253136.28,7.462,25,2022-10-20,1971845.34,Active
443,308,58,1925164.8,1511916.87,10.08,10,2023-12-01,1426600.54,Active
444,24424,56,1905885.03,1021532.93,8.714,10,2022-07-29,964942.5,Active
445,11152,56,1523293.65,709784.63,9.476,30,2023-06-21,634264.43,Active
446,11242,73,2900790.86,1166148.73,10.256,15,2022-06-01,969437.05,Active
447,6306,87,4636615.85,2617272.26,10.923,25,2022-05-20,2331895.16,Active
448,16513,89,1768106.94,1195987.0,10.149,20,2022-05-29,693041.52,Active
449,18726,15,3968416.6,2430980.44,11.249,25,2024-09-01,1414827.09,Active
450,16261,70,2388812.05,1066922.84,11.012,25,2023-04-16,776858.4,Closed
451,10179,40,3779911.08,2505371.18,8.498,10,2024-10-05,886343.01,Active
452,22394,53,6581639.43,4686096.54,8.82,20,2024-05-19,2059784.64,Active
453,14366,11,7527072.38,3108510.62,9.161,25,2023-12-18,2080163.37,Active
454,8924,94,4552399.78,3529595.24,7.798,15,2023-11-05,1174392.31,Active
455,10351,1,2603889.79,1277490.85,7.764,15,2023-11-25,1128705.73,Active
456,10851,80,9232387.23,3975243.85,8.313,10,2023-06-13,2632612.69,Active
457,6510,14,2565520.51,1963025.92,8.405,30,2023-10-17,1639824.2,Active
458,9461,35,5794039.26,3381688.75,6.584,30,2024-09-08,1182811.14,Active
459,4486,70,4649259.19,2439563.26,9.771,15,2022-05-26,1258500.81,Closed
460,14720,44,3548141.74,2618333.21,7.082,20,2023-07-29,2382718.32,Active
461,8096,48,2902117.72,1800083.07,6.734,30,2023-01-16,976990.88,Active
462,4896,36,2311350.3,1022425.17,8.566,15,2023-02-02,491545.92,Active
463,13700,45,4224471.36,1739054.64,7.6,30,2024-02-10,783265.71,Active
464,14537,45,1245442.99,862587.02,10.682,25,2023-01-06,471620.23,Active
465,5317,93,2480363.2,1304498.24,8.491,15,2022-06-20,1149049.64,Active
466,1658,4,2828366.36,1140464.18,10.341,15,2023-08-31,545541.03,Active
467,19562,11,3936740.07,2455589.53,10.064,25,2024-08-16,1367397.35,Active
468,17110,70,2848436.33,1533377.19,8.703,10,2022-05-30,1240722.48,Active
469,14449,73,8098703.07,5468391.89,7.406,20,2022-05-05,2432009.61,Active
470,12318,25,5890407.91,3643708.65,7.301,30,2023-01-03,2140547.59,Active
471,6783,41,5490694.97,2944209.12,6.762,20,2022-04-26,1525557.05,Active
472,18005,21,6020566.64,2974146.14,11.241,10,2024-06-12,2571048.78,Closed
473,24817,18,2358068.14,980382.71,10.79,20,2023-10-18,301317.34,Active
474,22832,42,3083507.11,1611357.96,9.442,30,2024-09-25,489961.35,Active
475,18287,46,12435046.53,8711759.54,7.472,25,2022-01-12,4938019.29,Active
476,16849,36,6683632.97,3266376.93,10.587,30,2022-03-31,1182378.14,Active
477,22928,14,5194396.64,2251303.27,10.262,30,2024-03-07,1164735.98,Active
478,24339,77,2668257.08,1632909.92,9.36,30,2022-01-27,1456591.15,Active
479,4320,16,2064095.84,1162264.1,7.356,25,2024-11-19,644756.56,Active
480,9022,93,6589008.55,3145422.27,8.224,25,2024-07-20,1193286.67,Active
481,8340,9,5253149.58,3762348.83,9.228,15,2024-07-04,2733913.82,Active
482,18244,93,3942318.07,1706272.61,11.449,30,2023-10-11,685121.31,Defaulted
483,13651,95,5342074.55,3987541.43,8.838,15,2022-07-06,2262027.82,Active
484,5984,16,8942190.24,4758263.43,9.724,30,2024-07-15,3558738.41,Active
485,24882,12,7335751.33,2981837.37,6.701,10,2024-09-18,1464511.09,Active
486,21890,24,3845772.33,2715674.23,9.058,20,2023-02-14,1322778.7,Active
487,4874,60,1879566.75,765649.89,11.215,10,2024-04-24,558726.46,Active
488,17654,80,2705542.92,1353940.37,7.562,10,2023-04-13,1023442.35,Active
489,18266,73,1360168.75,612830.24,9.614,10,2024-02-27,376132.99,Active
490,16036,24,8297472.91,5552161.51,8.963,15,2023-07-23,5149334.26,Active
491,16664,21,3618574.64,2263663.87,6.847,30,2023-11-05,2028750.44,Active
492,20516,45,5475825.21,2504163.77,7.967,30,2023-03-16,2040703.85,Active
493,8045,16,4001544.27,2074119.0,7.589,25,2023-10-23,1476591.32,Active
494,12998,12,3546419.93,1441610.4,8.118,30,2022-11-13,753638.02,Active
495,16756,87,3712794.02,1638729.44,10.145,20,2022-07-25,617542.25,Active
496,20956,83,4664864.03,3194754.61,7.241,30,2022-09-08,2668719.65,Active
497,1986,45,6801841.97,3765615.72,11.444,20,2022-03-13,1362126.49,Active
498,7755,39,3702895.34,1624304.42,11.437,20,2022-02-23,1409655.91,Defaulted
499,15471,1,6598355.19,3502251.28,8.514,30,2024-05-01,2603659.75,Active
500,14467,60,3936934.43,1784549.27,7.142,20,2022-07-31,1348044.01,Active
501,6829,43,3268803.16,2262337.6,7.433,25,2022-02-21,1402276.97,Active
502,20424,72,5931793.92,2924472.47,11.317,20,2024-11-15,1443955.86,Active
503,6579,12,4732358.45,3468661.97,8.871,20,2023-10-28,1707213.94,Closed
504,19731,64,6332662.55,3858397.71,8.496,25,2024-01-12,2795089.96,Active
505,18351,7,3339145.6,1516891.46,9.705,30,2023-10-14,808660.95,Active
506,600,80,4098576.14,1673750.49,6.784,10,2023-01-16,1265974.4,Active
507,24942,11,1923028.83,1350930.67,8.35,10,2023-03-05,511044.6,Active
508,4634,25,8005646.84,6306277.97,6.81,20,2024-05-14,3965738.06,Active
509,14415,89,1049971.35,588279.7,8.574,15,2023-05-22,428737.47,Active
510,11351,89,2241601.4,1477872.98,11.203,10,2024-10-05,588830.41,Active
511,13108,33,7260869.54,4070332.46,7.134,30,2024-07-18,1321865.28,Active
512,17668,1,8832583.87,5999792.03,6.71,15,2023-04-02,2184441.78,Active
513,5931,27,2041995.39,1249676.95,9.464,10,2023-05-23,1088718.58,Active
514,11295,4,1857300.75,1389214.77,9.572,15,2024-11-28,870508.47,Active
515,15450,53,5753593.37,4409066.61,7.476,30,2022-09-14,2248689.25,Defaulted
516,6534,70,2283271.8,1210759.49,9.517,20,2023-08-30,1146788.52,Active
517,17654,21,4371797.62,2346513.91,6.565,30,2024-01-17,905559.09,Active
518,3957,44,6614441.36,4349541.76,6.773,20,2023-02-26,1916479.02,Active
519,6749,88,3910643.39,2116601.15,9.273,25,2023-01-18,1503735.51,Active
520,9783,16,6353975.89,4062892.29,10.831,25,2022-08-12,1801149.08,Active
521,19159,69,1609494.66,682159.91,10.318,20,2024-06-08,240167.17,Active
522,13651,10,3840040.67,1786950.27,7.511,20,2023-09-15,1528957.1,Closed
523,4271,4,2705682.62,1292410.29,6.537,20,2023-07-11,852524.12,Active
524,20284,78,4485085.74,3578348.49,11.299,10,2022-11-23,1301463.22,Active
525,2314,80,3599867.97,2369537.04,10.711,10,2022-11-02,972521.02,Active
526,3918,41,1567199.79,704164.04,7.33,20,2022-05-14,524464.38,Closed
527,15675,60,2720759.48,1692020.52,7.349,25,2022-06-28,871805.48,Active
528,15328,84,1873370.28,1059337.45,9.398,25,2024-03-24,998479.56,Active
529,19038,45,3364450.47,2641980.53,7.685,10,2022-05-28,1100042.92,Active
530,2039,45,4282106.74,2873372.08,8.875,25,2023-05-10,1678289.19,Active
531,6682,14,5635560.21,2986672.87,10.653,25,2022-08-21,2120437.2,Active
532,23992,19,4129289.43,2663021.31,8.171,25,2023-11-30,1443033.04,Active
533,15998,87,2414879.17,1618704.42,9.343,25,2023-02-23,902266.86,Active
534,4087,86,10249325.16,4750507.94,10.898,30,2022-03-06,2519408.94,Active
535,22093,18,5421255.08,3445793.3,9.378,10,2022-11-09,1479034.89,Active
536,3160,47,5849271.55,2865212.89,6.626,15,2024-12-09,940233.73,Active
537,2581,90,6270176.3,3542406.48,9.066,30,2022-12-09,1793338.18,Active
538,8220,41,2082488.12,883748.59,7.414,15,2022-10-24,550182.54,Active
539,1379,97,4649631.91,2184228.32,6.957,15,2024-06-11,833269.95,Active
540,4249,45,3497968.79,2297586.94,8.973,20,2022-12-11,1161316.45,Active
541,9857,42,4168819.54,2160695.1,7.404,15,2024-05-21,994907.33,Active
542,7814,21,6398806.8,3980400.26,8.632,10,2022-02-17,1652910.01,Active
543,4477,73,4931906.39,3114947.98,9.524,25,2022-07-10,2682786.11,Active
544,16656,15,5508422.29,2850134.35,7.269,25,2024-12-28,1704485.99,Active
545,5034,74,6534316.32,5049041.14,7.542,10,2024-10-28,3610153.83,Active
546,13278,11,6141272.21,2596817.7,7.603,30,2023-01-11,1481668.37,Active
547,9831,40,9885887.29,7638619.38,10.519,30,2022-06-28,6692097.74,Active
548,2796,55,3523252.36,1623354.27,7.154,15,2023-10-27,1256559.6,Active
549,2934,84,3309183.91,1736910.87,10.226,20,2024-08-13,824954.54,Active
550,18648,68,1463719.39,1044151.38,10.475,25,2024-08-08,832581.25,Active
551,17552,51,6457471.99,2649035.3,7.743,25,2023-08-18,2302190.81,Active
552,15882,34,6978858.59,5188636.54,7.868,15,2022-08-03,4434540.81,Active
553,11647,98,3556055.3,1751399.81,6.818,20,2022-03-19,1032478.54,Active
554,18279,94,2618850.14,1762646.01,11.218,20,2024-12-18,1449087.48,Defaulted
555,11299,3,2151992.73,1417592.69,7.344,20,2022-01-01,863397.89,Active
556,20009,75,3605079.0,1994902.4,9.883,10,2023-11-21,1119470.48,Active
557,9776,96,2881116.65,2066409.5,11.162,20,2022-04-26,1249585.56,Active
558,15455,17,1127623.84,867003.78,8.021,25,2023-10-25,605000.04,Active
559,4658,36,2463895.82,1330302.75,7.665,20,2023-12-03,1213685.54,Active
560,8544,61,2915096.45,2070307.68,7.196,25,2024-01-23,919188.09,Active
561,9298,71,3626815.31,1699665.46,10.9,30,2024-07-09,662770.16,Defaulted
562,13669,78,1301721.09,650846.43,10.846,30,2022-12-06,373862.43,Active
563,6769,43,4328039.41,2854336.99,8.79,15,2023-05-18,2251713.14,Active
564,15750,81,2503912.65,1322921.76,11.479,30,2024-12-28,1188578.28,Active
565,2660,86,1506035.4,602550.93,10.719,15,2022-06-06,227906.65,Active
566,23489,97,2611016.71,1800587.61,10.028,25,2022-05-05,948442.85,Active
567,7868,70,7279476.08,3233844.93,7.04,15,2024-05-23,1547166.29,Active
568,2742,77,5096700.92,2204148.28,10.195,20,2022-10-22,1828995.33,Active
569,4962,58,4815244.68,1987198.49,6.688,15,2023-08-05,917277.26,Active
570,8244,29,6056321.64,4826005.67,10.032,10,2023-11-22,1505128.84,Active
571,3769,55,1565101.2,894082.95,7.62,30,2023-04-04,794342.95,Active
572,19042,65,3569224.32,1899049.99,11.267,15,2022-05-02,937642.7,Active
573,15928,19,4220243.67,1894885.8,8.131,15,2024-06-15,1579979.65,Active
574,16563,1,2414967.62,1041195.44,7.735,30,2023-05-07,610188.63,Active
575,5824,43,2738422.97,2011558.89,6.572,20,2023-06-19,1885868.59,Active
576,23714,46,2863209.46,1722172.83,11.263,20,2022-01-02,704227.9,Active
577,15700,1,7240679.13,5037975.43,7.279,30,2024-12-17,1797752.29,Active
578,5399,23,3298484.18,1864984.76,7.87,25,2022-01-27,986600.41,Active
579,7997,2,2626797.99,2046569.52,10.318,10,2024-04-27,1919308.56,Active
580,3226,35,1704501.4,1210355.9,9.638,30,2023-06-30,717358.11,Active
581,3115,7,4855600.3,3295129.62,10.602,30,2022-09-27,2426579.41,Closed
582,3162,98,4405059.49,2853012.63,9.944,30,2022-05-06,1304382.61,Active
583,16076,56,3401747.85,2128671.45,9.433,20,2022-10-11,920984.56,Active
584,24706,36,3678438.28,2649856.77,9.086,30,2023-03-20,838617.64,Active
585,20907,38,2673694.37,1721658.93,7.511,10,2023-10-19,775675.12,Active
586,9534,88,3007998.39,1681196.14,8.038,10,2022-04-27,1127689.49,Active
587,17309,24,1919264.31,1108391.52,6.905,10,2022-10-01,857634.98,Active
588,1553,73,5076455.99,3247658.64,10.951,30,2024-01-05,982397.72,Active
589,11469,79,8197752.78,3457851.23,8.996,25,2024-09-23,2998672.19,Active
590,9370,26,8604823.33,5119472.13,7.809,10,2022-12-04,4295750.85,Active
591,14924,49,3465003.91,1800737.59,8.061,20,2024-12-08,1533340.04,Active
592,24437,7,5145160.05,3692033.35,8.196,25,2024-06-30,1206166.3,Active
593,144,58,2667782.16,1133814.83,9.417,25,2022-05-28,477532.05,Active
594,4186,78,3195056.56,1975434.42,7.96,15,2022-10-28,1081181.38,Active
595,11550,49,1000000.0,645260.76,10.99,25,2024-02-20,452901.45,Active
596,7068,48,4834720.1,3223272.17,6.505,15,2024-01-16,3014515.29,Active
597,1300,59,5543671.91,3438541.13,11.194,25,2022-03-19,2313505.94,Active
598,21638,77,4215867.72,2779883.41,10.987,15,2023-06-08,2355588.3,Active
599,15379,6,1862406.38,1158787.23,7.535,30,2023-09-11,411105.07,Active
600,16527,64,2378803.14,1598921.49,10.638,30,2023-06-19,1299707.07,Active
601,1173,11,2577617.11,1565208.67,10.022,15,2023-04-17,1221149.64,Active
602,11018,12,2191245.29,1108841.36,7.464,15,2023-06-06,855975.8,Active
603,20996,42,3879087.47,2427403.51,7.331,15,2022-08-02,2145657.04,Active
604,3084,81,1156250.37,519899.82,10.106,30,2022-11-03,320615.88,Active
605,10876,53,2422989.85,1240218.33,10.14,30,2022-07-31,579630.09,Active
606,10493,14,1444554.69,800603.16,10.78,15,2024-09-07,659157.36,Active
607,21798,61,1420886.67,980239.17,8.874,25,2023-01-13,325713.84,Active
608,5683,10,2104131.09,894766.06,9.864,30,2022-03-11,625639.28,Active
609,21305,96,1000000.0,429958.34,10.728,15,2022-10-10,200351.85,Active
610,14058,26,2311861.26,1274292.41,8.831,15,2022-02-26,425975.01,Active
611,23457,98,6247235.47,3154624.95,9.584,20,2024-05-31,1656266.36,Active
612,6728,30,2908307.21,1570717.02,8.334,15,2022-12-09,1253883.55,Closed
613,11155,82,7874938.72,4048366.78,8.778,20,2024-08-11,3208552.38,Active
614,21272,34,5081772.38,2679190.92,6.781,15,2022-02-26,1756909.04,Active
615,2664,58,2956556.72,1443177.05,9.074,25,2024-06-16,447988.57,Closed
616,11222,76,2571672.51,1416462.99,6.899,30,2022-10-09,1208411.11,Active
617,11594,52,2535004.86,1558866.25,9.618,30,2023-01-01,781459.05,Active
618,5160,28,4099176.18,3129846.45,9.882,25,2023-12-11,1903580.95,Active
619,23024,91,2557986.43,1356930.21,10.736,30,2023-10-25,1246831.84,Active
620,4712,80,3478901.88,2763366.44,10.543,15,2022-10-27,1629796.52,Active
621,16483,69,5244925.94,2911925.72,11.385,15,2023-09-07,2655290.01,Active
622,9258,38,3415692.51,1862787.44,7.878,10,2022-03-12,1407383.36,Active
623,3667,54,4672246.56,1988124.18,7.914,25,2024-10-10,1866680.56,Active
624,7449,87,5107200.38,3509006.53,8.386,25,2022-04-11,2043803.75,Active
625,8964,93,2253662.74,1583146.0,9.541,30,2023-03-10,1238875.8,Active
